,Metadata_broad_sample,average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold
0,BRD-A12994259-001-11-9,0.2844238871984867,0.6649431335064473,0.3139841218793958,0.5030923135653763,False,False
1,BRD-A22769835-300-05-7,0.1445809415603466,0.2264718964444787,0.6285671601056293,0.20164831271944658,False,False
2,BRD-A53576514-048-02-8,0.16820608585314467,0.3150916754361746,0.5581168644657741,0.2532748543266132,False,False
3,BRD-A87435144-001-01-6,0.4357214082214082,1.2617782406303537,0.10052363597333883,0.9977318112195425,False,False
4,BRD-K00818915-001-02-9,0.30859305777068935,0.7667070276555074,0.2539692184274552,0.5952189175422589,False,False
5,BRD-K01826510-001-09-9,0.27656029156029155,0.6528997208192417,0.3176890450246181,0.4979977608334985,False,False
6,BRD-K02965346-001-01-8,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
7,BRD-K03063480-001-08-9,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
8,BRD-K04923131-001-17-9,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
9,BRD-K06182768-001-02-3,0.19657139887403044,0.4065043957998553,0.4835209027686267,0.31558474648098633,False,False
10,BRD-K06883221-001-02-9,0.17357954545454546,0.3231154209542145,0.5581168644657741,0.2532748543266132,False,False
11,BRD-K09372874-001-02-9,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
12,BRD-K12511835-003-03-9,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
13,BRD-K12737986-001-01-4,0.2109848484848485,0.47190831552782214,0.42763756225859617,0.3689241548075725,False,False
14,BRD-K13094524-001-10-9,0.5951388888888889,1.7698181600447673,0.03397909718612846,1.468788164380786,True,True
15,BRD-K13606314-001-02-9,0.17340861734883473,0.32318899263968964,0.5581168644657741,0.2532748543266132,False,False
16,BRD-K16189898-001-26-9,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
17,BRD-K16803204-001-02-9,0.24569827817110423,0.5365761027221525,0.37373895479422153,0.42743163329708445,False,False
18,BRD-K17953061-001-05-1,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
19,BRD-K19477839-001-10-9,0.14035732785732785,0.2067355153784406,0.6383553272894359,0.19493751293321657,False,False
20,BRD-K19871656-001-01-3,1.0,4.000043427276863,0.00023074615615361545,3.636865524864037,True,True
21,BRD-K20290250-001-03-9,0.3595744411533885,0.8898469567345311,0.20347951651179505,0.6914793029676976,False,False
