,Metadata_broad_sample,average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold
0,BRD-A12994259-001-11-9,0.052010714583141465,0.9244288054837031,0.15750878856084607,0.8026952087506145,False,False
1,BRD-A22769835-300-05-7,0.021961105870969173,0.5844820463902084,0.30828107928262577,0.5110531292316749,False,False
2,BRD-A53576514-048-02-8,0.04145129359296712,0.8509912704309222,0.1825096037686264,0.7387142777610337,False,False
3,BRD-A87435144-001-01-6,0.12959727913182828,1.4231146410268356,0.057580556350591186,1.2397241432296549,True,False
4,BRD-K00818915-001-02-9,0.17399418859012583,1.1435621751322158,0.09948714720934594,1.0022330223357465,False,False
5,BRD-K01826510-001-09-9,0.020173908440402174,0.5161311061792653,0.34712373650184325,0.4595156880303818,False,False
6,BRD-K02965346-001-01-8,0.44371750767895635,3.236966152365032,0.0013724380827369873,2.8625072395425173,True,True
7,BRD-K03063480-001-08-9,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
8,BRD-K04923131-001-17-9,0.7058080808080809,3.9247859283608673,0.0003963627353940344,3.40190718308053,True,True
9,BRD-K06182768-001-02-3,0.01607215437288742,0.38306931048216997,0.44496477708206195,0.35167436592768087,False,False
10,BRD-K06883221-001-02-9,0.023257102507477274,0.651809198609698,0.2711449942446674,0.5667984089013494,False,False
11,BRD-K09372874-001-02-9,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
12,BRD-K12511835-003-03-9,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
13,BRD-K12737986-001-01-4,0.02244467383695809,0.5208550104871613,0.34712373650184325,0.4595156880303818,False,False
14,BRD-K13094524-001-10-9,0.16969979719361952,1.7419345063614764,0.030221957483062938,1.5196774097335688,True,True
15,BRD-K13606314-001-02-9,0.08499877255817485,1.219056716102264,0.08491918537537661,1.0709941806468264,False,False
16,BRD-K16189898-001-26-9,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
17,BRD-K16803204-001-02-9,0.08293402774974434,1.0994141247498588,0.10684484712060865,0.9712464180113604,False,False
18,BRD-K17953061-001-05-1,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
19,BRD-K19477839-001-10-9,0.044050593064146076,0.6903071240777146,0.25154316742572475,0.5993874747588456,False,False
20,BRD-K19871656-001-01-3,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
21,BRD-K20290250-001-03-9,0.1980538930821171,1.7415261593499252,0.030221957483062938,1.5196774097335688,True,True
22,BRD-K21728777-001-03-9,0.875297619047619,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
23,BRD-K23383398-001-08-1,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
24,BRD-K24600306-003-02-9,0.010022723806992671,0.16580980158990427,0.6903076737333462,0.1609572987954922,False,False
25,BRD-K24696047-001-03-9,0.8039529914529915,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
26,BRD-K25433859-003-03-1,0.010964663292441012,0.2084862020430171,0.6328104396797863,0.1987263647538608,False,False
27,BRD-K25611237-001-09-9,0.06338546927963037,1.1240538358295127,0.10248132646806553,0.9893552619320564,False,False
28,BRD-K28936863-051-14-0,0.10135158583416913,1.3945143795700505,0.0595507860549532,1.2251125015686835,True,False
29,BRD-K30707190-001-06-9,0.014912613480811054,0.36462698360668583,0.4531288399367404,0.34377829574005697,False,False
30,BRD-K32730239-001-03-9,0.01221210770406406,0.25397235121040657,0.5764357474782655,0.23924909438970016,False,False
31,BRD-K33818169-003-04-6,0.31294098307828283,2.5344485580993155,0.005715261677191416,2.2429638803415646,True,True
32,BRD-K36234266-001-10-6,0.03599535977527838,0.7560491410257655,0.2192102573808004,0.6591391280177091,False,False
33,BRD-K37379014-001-02-0,0.9305555555555555,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
34,BRD-K38627885-001-01-9,0.6230235042735044,3.7396952559873062,0.0005462934567056913,3.2625740012676436,True,True
35,BRD-K39520573-001-01-2,0.12607616812858993,1.5524387089223481,0.044251596616257,1.3540710551555146,True,True
36,BRD-K39974922-001-05-9,0.8917748917748917,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
37,BRD-K44227013-001-15-9,0.861111111111111,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
38,BRD-K45909031-001-03-9,0.20467020577309497,2.081440216675275,0.0152267147776396,1.8173937872644634,True,True
39,BRD-K49669041-001-10-9,0.5251258838014009,3.4545825302906694,0.0009028007990657431,3.0444080652016203,True,True
40,BRD-K50055394-001-04-9,0.9037698412698412,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
41,BRD-K53665955-001-05-9,0.48545723907676447,3.132956594673823,0.0015410525881194691,2.812182540814085,True,True
42,BRD-K53972329-001-12-9,0.17920839113515194,1.710787865001964,0.03127999085596619,1.5047333825688394,True,True
43,BRD-K54759182-003-09-8,0.018018073040121776,0.42411143550588626,0.4236830471877524,0.372958913058505,False,False
44,BRD-K54955827-001-03-9,0.5154658818160432,3.1449307125003454,0.0015348378709449757,2.813937493458921,True,True
45,BRD-K56301217-001-02-5,0.9791666666666666,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
46,BRD-K56932272-001-02-9,0.21017673129237105,1.7293155975301957,0.030518572970308105,1.5154357775851148,True,True
47,BRD-K57080016-001-19-1,0.6508712905452035,3.713511418357303,0.0005615253888291503,3.250630602752251,True,True
48,BRD-K60130390-001-02-1,1.0,4.000043427276863,0.0003599640035996401,3.4437409265095753,True,True
49,BRD-K61397605-001-04-2,0.4827800932357753,3.498963083831202,0.0008390744724793498,3.076199491434132,True,True
50,BRD-K61688984-001-04-5,0.5133706560746709,3.1477715849149037,0.0015348378709449757,2.813937493458921,True,True
51,BRD-K62391742-001-19-9,0.4848273881168618,3.1490489363595238,0.0015348378709449757,2.813937493458921,True,True
