,Metadata_broad_sample,mean_average_precision,nlog10pvalue,q_value,nlog10qvalue,above_p_threshold,above_q_threshold
0,BRD-A12994259-001-11-9,0.2681345224823486,0.6075733,0.27092893494338527,0.567144610266983,False,False
1,BRD-A22769835-300-05-7,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
2,BRD-A53576514-048-02-8,0.5977272727272727,1.7792659,0.02049527577545545,1.6883462336318038,True,True
3,BRD-A87435144-001-01-6,0.8222222222222222,2.7276237,0.002674719518316644,2.5727217530947,True,True
4,BRD-K00818915-001-02-9,0.9583333333333333,3.1594229,0.0011763695675774284,2.9294562191225917,True,True
5,BRD-K01826510-001-09-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
6,BRD-K02965346-001-01-8,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
7,BRD-K03063480-001-08-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
8,BRD-K04923131-001-17-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
9,BRD-K06182768-001-02-3,0.9333333333333333,3.0902715,0.0013055184639857284,2.884216981558072,True,True
10,BRD-K06883221-001-02-9,0.20402207405883876,0.42616698,0.40160233420985086,0.39620377163118503,False,False
11,BRD-K09372874-001-02-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
12,BRD-K12511835-003-03-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
13,BRD-K12737986-001-01-4,0.2656322843822844,0.59563637,0.2751237441258258,0.5604719268846425,False,False
14,BRD-K13094524-001-10-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
15,BRD-K13606314-001-02-9,0.12858368483368482,0.16588035,0.682526707649231,0.16588034977036342,False,False
16,BRD-K16189898-001-26-9,1.0,3.221892,0.0010798921342939137,2.966619622124585,True,True
17,BRD-K16803204-001-02-9,0.4106902356902357,1.1217781,0.08717054644456276,1.0596302315511659,False,False
