Batch_Name	Plate_Name	Well_Count	Images_per_site	Sites_per_well_Median	Sites_per_well_mad
2023_05_15_Batch1	BR00122246	383	8	9	0.005
2023_05_15_Batch1	BR00122250	384	8	9	0.0
2023_05_17_Batch2	BR00122247	384	8	9	0.0
2023_05_17_Batch3	BR00122248	384	8	9	0.005
2023_08_02_Batch5	BR00122249	384	7	9	0.0
2023_08_15_Batch6	BR00122248	384	6	4	0.000
2023_08_15_Batch6	BR00122248_24h	384	6	4	0.005
2024_02_02_Batch8	BR00122249_24h	384	5	4	0.0
2024_02_02_Batch8	BR00122249_4h	384	5	4	0.0
